Job_ID,Job_Title,Min_YOE,Est_Salary,JD_Trans,L1,L2,L3,L4,MinL,Location,VN,Remote,W_Term,W_Term_2,W_Term_3,W_Term_4,Data_Engineer,Data_Analyst,Data_Scientist,Business_Analyst,Business_Intelligence,Combined_role,Others
3234,Machine Learning Engineer / Architect,7,5000,Over all 7-12 years experience with 3+ years of experience in building and deploying machine learning models.,2,,,,2,HCM,1,0,Fulltime,,,,1,0,1,0,0,1,0
3233,Middle / Senior Data Analyst,2,NA,HCM,1,2,,,1,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
3231,Business Intelligence Expert,5,3000,At least 5 years experiences experience in business analytics,2,,,,2,HCM,1,0,Fulltime,,,,0,0,0,0,1,0,0
3229,Business Intelligence Team Leader ( Urgent ),3,1500,3+ years of working experience in Data Analytics / Business Intelligence.,2,3,,,2,HCM,1,0,Fulltime,,,,0,0,0,0,1,0,0
3228,Commercial Excellence Lead,3,4000,3-5 years of kinh nghi?m of pharmaceutical Business Intelligence data sources is required.,2,3,,,2,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
3227,Purchasing Analyst,NA,1800,"Proficient in using spreadsheet software and data analysis tools to analyze and present data effectively; Proven experience in procurement, purchasing, or supply chain analysis, preferably in the retail industry.",1,2,,,1,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
3226,Data Science Manager,NA,6500,"Experience in leading a team of both researchers and analysts preferably in an ecommerce, tech, banking, advertising or management consulting environment,Bangkok Based, Relocation Provided",4,,,,4,Thailand,0,0,Fulltime,Hybrid,,,0,0,1,0,0,0,0
3225,Senior Strategic Projects Specialist,NA,3000,"Excellent problem solving and analytical skills with the strong ability to identify core problems, formulate logical and creative solutions, to analyze, interpret data and drive data-informed decision-making.",2,,,,2,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
3223,Senior Data Scientist,5,3000,5+ years experience in a similar role,2,,,,2,HCM,1,0,Fulltime,Hybrid,,,0,0,1,0,0,0,0
3222,Middle / Senior Data Engineer,5,2700,At least 5 years of working as a data engineer,2,,,,2,HCM,1,0,Fulltime,,,,1,0,0,0,0,0,0
3221,Business intelligence ( Financial ),2,1600,"There are 2-3 years of experience in the equivalent position; Understanding of financial accounting data, can read and analyze corporate financial statements.",1,2,,,1,HCM,1,0,Fulltime,,,,0,0,0,0,1,0,0
3220,Data Analyst,1,650,At least 01 year of experience in the position of data analyzer or participating in the project with data analysis experience,1,2,,,1,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
3218,"Data Analyst Lead ( Excel, pBI )",1,2800,"1-3 years of relevant work experience in Market Research, Fintech, Financial Services, Auditing firms, or BI / Marketing Analyst in pharmaceutical industry",2,3,,,2,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
3217,Business Intelligence Developer/ Analyst,1,1800,1+ Years' experiences as Data analyst or Business Intelligence Analyst/Developer or Analytics Engineer.,1,2,,,1,HN,1,0,Fulltime,,,,0,0,0,0,1,0,0
3216,Data Analyst,1,900,1-2 years of experience in similar position,1,2,,,1,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
3215,Strategy & Operation Assistant Manager ( Finance ),3,1500,"Strong analytical skills; Proficiency in Excel and data analytical tools (Tableau, Power BI) preferred; At least 3 years of experience in Big5 firms",2,4,,,2,HCM,1,0,Fulltime,,,,0,0,0,1,0,0,0
3214,Digital Performance Specialist,NA,1600,"Proficiency in data analysis tools and platforms (Google Analytics, Data Studio, e.g.,) to extract insights and track campaign performance.",1,2,,,1,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
3213,Delivery Excellence Analyst ( 6 months ),3,2460,Proficiency in Excel with analysis skills | Experienced in Tableu/PBI is an advantage; 3 year experiences in Delivery /Production management /Order management /Supply chain or related job,2,,,,2,HCM,1,0,Fulltime,Contract,,,0,1,0,0,0,0,0
3212,"Manager, GFin Credit Risk",10,5000,"Strong foundation in data query/manipulation using SQL and data visualization using tools like Tableau; 10 years of relevant work experience in a Credit policy, Credit analytics or insights related role; Master’s degree, preferably in Statistics, Mathematics or Economics",4,,,,4,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
3211,"General Manager, Data Analytics",7,7000,At least 07 years of working experience in the field of data,4,,,,4,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
3210,"Deputy General Manager, Data Analytics",7,4500,At least 07 years of working experience in the field of data,4,,,,4,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
3209,"Manager, Data Analytics",5,3000,At least 05 years of working experience in the field of data,2,4,,,2,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
3208,"Deputy Manager, Data Analytics",5,2500,At least 05 years of working experience in the field of data,2,4,,,2,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
3207,Data Analyst,3,1500,Have at least 03 years of experience in the field of data analysis and exploitation;,1,2,,,1,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
3206,"Manager, Portfolio Management and Credit Reporting",2,2500,"At least 02 years of experience related to Data Portfolio, Data Analyst.",4,,,,4,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
3205,Lean System Analyst,0,850,"Fresh graduated is acceptable; Bachelor’s degree in Industrial Management, Automation, Electronics, or equivalent majors.",1,,,,1,Binh Duong,1,0,Fulltime,,,,0,1,0,0,0,0,0
3203,Big Data Team Lead,5,3200,Experience with the appropriate technology for at least 5 years,2,,,,2,HCM,1,0,Fulltime,,,,0,0,0,1,0,0,0
3202,Senior Data Engineer,5,3000,"03 years of experience with Flink/Spark, Databricks; 03 years of experience with Azure",2,,,,2,HCM,1,0,Fulltime,,,,1,0,0,0,0,0,0
3201,Data Architect,5,5000,"At least 5 years in Data field and experience in designing, developing and/or supporting in foreign companies, Insurance company in advance.",2,,,,2,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
3200,Data Scientist - Portfolio Management,3,4000,3 to 5 years of professional working experience in applying statistical and ML solutions to business problems,2,,,,2,HCM,1,0,Fulltime,,,,0,0,1,0,0,0,0
3199,"Assistant Manager, Business Intelligence",4,2800,4+ years of industry experience with proven business impact; degree in quantitative field preferred,2,3,4,,2,HCM,1,0,Fulltime,,,,0,0,0,0,1,0,0
3197,Data Analyst,3,1500,3+ years’ experience as a Data Analyst.,1,2,,,1,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
3196,Data Entry Management ( 6 months ),0,765,Support to enter data production parameters (raw materials) on the PLM system. 6 -month contract,1,,,,1,HCM,1,0,Fulltime,Contract,,,0,1,0,0,0,0,0
3195,Research Developers,NA,1440,$900-$1440/month (full-time) or $5-$8/hour (part-time),1,2,,,1,Remote,1,1,"Fulltime,",Part-time,,,0,0,0,0,0,0,1
3194,Finance Intern,0,210,"Trained to understand how to build and standardize core data sets (Master data) in the financial - accounting system (Finance System) of the retail business; Priority is given to students in the 4th year, newly graduated, specialized in accounting and finance;",0,,,,0,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
3193,Data Administration Intern,0,125,Good excel skills - Good data processing,0,,,,0,HCM,1,0,Fulltime,,,,1,0,0,0,0,0,0
3191,Junior Data Engineer,1,850,"1+ years of experience in Backend development or Data engineering, ETL development, or a similar role.",1,,,,1,HN,1,0,Fulltime,,,,1,0,0,0,0,0,0
3189,Business Analyst ( Financial ),5,1800,"Have over 5 years of experience in data analysis/ business analyst/ business intelligence/ Sales performance, Sales analysis,... or in related fields;",2,,,,2,HCM,1,0,Fulltime,,,,0,0,0,1,0,0,0
3188,Business Planning & Reporting Specialist,NA,1250,Prior Experience in Accounting / Finance,1,2,,,1,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
3186,Data Analyst Teamlead | Expert,2,2500,"Experience from 02 years (for expert position), or from 04 years (with the leader position)",2,3,,,2,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
3185,Data Engineer Teamlead,2,2200,"Collect and integrate data and information from many different sources of DWH, modeling for intensive analysis problems",2,3,,,2,HN,1,0,Fulltime,,,,1,0,0,0,0,0,0
3184,Regional Business Insights Analyst,2,2500,2 to 4 years of experiences in Data Analytic / Data Engineer roles.,1,2,,,1,HCM,1,0,Fulltime,Hybrid,,,0,1,0,0,0,0,0
3183,Quantitative Research Assistant,NA,850,Previous market research exposure is an advantage; Knowledge of basic statistics is an advantage.,1,,,,1,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
3181,Business Intelligence Supervisor,3,1800,"SQL Server skills including SQL objects development, performance tuning, data analysis & integration",2,3,,,2,HCM,1,0,Fulltime,,,,0,0,0,0,1,0,0
3179,Senior Risk Modeling Officer,NA,3000,"MB accept candidates who lack experience in Risk Modeling position but have kinh nghi?m in data processing, model building and have decent academic achievements",1,2,,,1,HN,1,0,Fulltime,,,,0,0,0,0,0,0,1
3178,Data Engineering Expert,NA,3500,"Having kinh nghi?m and experience in physical architecture, logical architecture, basic components of Hadoop Eco-Sys: Ingestion layer, Processing layer, Consumtion layer",2,,,,2,HN,1,0,Fulltime,,,,1,0,0,0,0,0,0
3177,Data Executive,0,850,Priority is given experience in the contemporary position,1,,,,1,Bac Ninh,1,0,Fulltime,,,,1,0,0,0,0,0,0
3176,Market Research Analyst,1,680,"Ability to use statistical tools, data analysis.",1,2,,,1,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
3175,Data Analyst,1,850,From 1-2 years experience in Data Analysis,1,2,,,1,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
3174,Regional Data Governance Manager,5,4500,At least 5 years of experience in data engineering and working experience with managing data infrastructures.,4,,,,4,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
3173,Machine Learning Engineer,2,2500,"Min 3 years of solid experience in data science, machine learning engineering or big data engineering.",1,2,,,1,HN,1,0,Fulltime,,,,1,0,0,0,0,0,0
3172,"SVP, Head of Data & Analytics",10,12000,At least 10 years’ experience in Analytics and Data or related functions in the financial/banking or allied sectors,4,S4,,,4,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
3171,Business Intelligence Analyst,1,1500,There is 1 year of experience or more related to reporting and analysis to retail banks or debt recovery,1,2,,,1,HN,1,0,Fulltime,,,,0,0,0,0,1,0,0
3170,Data & Feature Engineer,2,2500,Proven track record with Data & Feature Engineering activities (2+ years),1,2,,,1,HCM,1,0,Fulltime,,,,1,0,1,0,0,1,0
3169,Data Analyst,2,1700,Expert in querying and manipulating raw dataset for analysis using SQL,1,2,,,1,HCM,1,0,Fulltime,Hybrid,,,0,1,0,0,0,0,0
3168,Senior Business Analyst - Personal Finance Management,5,2500,Experience in writing SQL queries and using data visualization techniques and tools,2,,,,2,HCM,1,0,Fulltime,,,,0,0,0,1,0,0,0
3165,"Leader, Data Engineer",NA,NA,Hanoi recruits Tech Leader Data Engineer Good En Join Project Key. Good offer,2,3,,,2,HN,1,0,Fulltime,,,,1,0,0,0,0,0,0
3163,Business Intelligence Analyst,3,2200,At least 3 years of experience as BI Analyst,2,,,,2,HCM,1,0,Fulltime,,,,0,0,0,0,1,0,0
3161,Data Engineer,4,2500,At least 4 years of experience or more about data processing and analysis,2,,,,2,HN,1,0,Fulltime,,,,1,0,0,0,0,0,0
3160,Data Analyst,2,930,"Strong SQL abilities (2+ years of experience) are necessary, as is the capacity to master new reporting/analytical tools.",1,2,,,1,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
3159,"Leader, AI Engineer",3,3000,Minimum of 3 years of experience in a similar role,2,3,,,2,HN,1,0,Fulltime,,,,1,0,1,0,0,1,0
3158,AI Engineer,2,2200,"At least 2 years of practical experience in project Vision (Object Detection, Segmentation, Liver, OCR ...)",1,2,,,1,HN,1,0,Fulltime,,,,1,0,1,0,0,1,0
3157,AI Engineer,NA,3000,Have basic knowledge and experience in chatgting and other general AI technologies; Perform data analysis by Python,1,2,,,1,HN,1,0,Fulltime,,,,1,0,1,0,0,1,0
3155,Data Engineer,NA,3000,"Experience in relevant domain (CRM, Big Data, Business Intelligence, Analytics Reporting).",1,2,,,1,Hong Kong,1,0,Fulltime,,,,1,0,0,0,0,0,0
3153,Senior Data Analyst,NA,1905,"Search for Data Analyst Senior, Engi, offer max 45m, priority to work early, work at Hoan Kiem, HN.",2,,,,2,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
3152,Senior Data Analyst,3,1485,"At least 3 years of experience in the field of data analysis, priority candidates who have experience working through companies in the field of service chain or retail business;",2,,,,2,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
3151,Data Engineer,5,2755,5 years+ working experience in data engineering position,2,,,,2,Remote,1,1,Fulltime,,,,1,0,0,0,0,0,0
3150,"ZaloPay, Senior Data Scientist",5,3000,5+ years relevant work experience with large amounts of data,2,,,,2,HCM,1,0,Fulltime,,,,0,0,1,0,0,0,0
3149,Senior Data Analyst ( Supply Chain ),3,2500,From 3-6 years of experience for Data Analyst or Business Analyst or Business Intelligence position.,2,,,,2,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
3148,Senior Data Engineer - FPT Software,2,2500,"Email/skype: chautd1@fpt.com,Relocating package: Up to 100M (for senior candidates from Hanoi/HCM.C to Danang City);",2,,,,2,Da Nang,1,0,Fulltime,,,,1,0,0,0,0,0,0
3144,"Manager, Analytics & Insights",3,2800,"Excellent analytical skills and understanding of statistical modeling; 3-5 years of experience in related field (client servicing in a research agency, marketing consultant)",4,,,,4,HN,1,0,Fulltime,,,,0,0,0,0,0,0,1
3143,Big Data / Data Engineer,7,3180,"From 7+ years of experience vs Data, 2 years of Big Data experience; Salary: max 75tr",2,,,,2,HCM,1,0,Fulltime,,,,1,0,0,0,0,0,0
3142,Data Entry Coordinator,0,950,Salary: 600.000 – 700.000 VND per hour (4-8 working hours per week),1,,,,1,Remote,1,1,Part-time,,,,0,1,0,0,0,0,0
3141,Data Analyst,NA,NA,Send CV to apply to email trangltt26@fpt.com.vn,NA,,,,0,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
3140,Senior DBA,NA,NA,"Remote needs Senior DBA (SQL, Transactional Replication), good English",2,,,,2,Remote,1,1,Fulltime,,,,0,0,0,0,0,0,1
3139,Consumer Intelligence Manager,7,2800,"Strong in market data, category analysis, and consumer insights; 7 years’ experience within Marketing in the FMCG industry.",4,,,,4,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
3138,Risk Screening Officer,2,2200,"Ability to maintain focus while working with voluminous data; AML Compliance awareness relating to Money Laundering, Crime and Terrorism; 2 to 3 years of work experience",1,2,,,1,HCM,1,0,Fulltime,Hybrid,,,0,0,0,0,0,0,1
3137,Fresher - Supply Chain,0,650,Final year student or fresh graduated less than one year of working experience; Successful candidates will join a development stint with professional career and coaching plan within chosen department.,0,1,,,0,HN,1,0,Fulltime,,,,0,0,0,0,0,0,1
3136,Fresher - Accounting & Finance,0,650,Final year student or fresh graduated less than one year of working experience; Successful candidates will join a development stint with professional career and coaching plan within chosen department.,0,1,,,0,HN,1,0,Fulltime,,,,0,0,0,0,0,0,1
3135,Fresher - Planning,0,650,Final year student or fresh graduated less than one year of working experience; Successful candidates will join a development stint with professional career and coaching plan within chosen department.,0,1,,,0,HN,1,0,Fulltime,,,,0,0,0,0,0,0,1
3132,"Procurement Analyst, Intern",0,200,"Good numerical and data skills, proficient Excel skills; Duration: 3 months (1st June to 30th August 2023)",0,,,,0,Dong Nai,1,0,Fulltime,,,,0,1,0,0,0,0,0
3131,Data Analyst Intern,0,170,(Cau Giay) Need to recruit 2 International Analysts to support costs and internship marks. Have mentor orientation. Review on the main staff after Internet. YC is a last year student in specialized. Fulltime T2-T6,0,,,,0,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
3130,Sales Analyst Intern,0,125,"3rd/4th-year students or fresher to 6 months experience; Flexible working time, WFH is applicable; Fluency in Excel and BI tools (Power BI practice is an advantage).",0,1,,,0,HCM,1,0,"Fulltime,",Part-time,,,0,1,0,0,0,0,0
3129,Marketing Specialist ( Data and Research ) - Electronics,2,1145,Experience in Power BI and data analystX queries is plus; At least 2 years experience.,1,2,,,1,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
3128,Data Scientist,NA,3000,Proven experience in applying machine learning techniques to large datasets.,1,2,,,1,HN,1,0,Fulltime,,,,0,0,1,1,0,1,0
3127,Data Engineer,0,3000,1-3 years of experience in data engineering/software engineering roles or are a new graduate with extensive internship experience in these roles.,1,2,,,1,HCM,1,0,Fulltime,,,,1,0,0,0,0,0,0
3126,Reporting & Performance Manager,5,3000,"5 years & above experiences in data & management reporting (e.g., Business Analysis, Management Accountant, Data analyst) with minimum 2 years in managerial role is a must.",4,,,,4,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
3125,"Risk Analyst - Risk Management, Shopee Express",1,2000,Proficient in Excel (Advance level); Have at least 1 year working experience in Fraud Detection/Fraud Prevention.,2,,,,2,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
3124,Finance Analyst Supervisor,3,2200,Proven BI experience in MS SQL (+++) and visualization tools such as Excel (++); At least 3 years of experience,2,3,,,2,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
3122,Operations Analyst - LazMall,NA,2500,"Have passion for data analytics, research or project management; Experience writing custom queries in SQL or other SQL-based languages is a plus.",1,2,,,1,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
3121,Data Analyst,3,2200,"More than 3 years of experience in the field of data analysis, preferably in the pharmaceutical industry.",2,,,,2,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
3119,MIS Specialist,2,2200,"Priority for candidates with advanced knowledge about SQL (priority to know MySQL, ...); Over 02 years of experience in the field of MIS, Banking and Finance",1,2,,,1,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
3118,Database Administrator ( DBA ),NA,1250,Graduated from university in information technology.,1,,,,1,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
3117,Data Analyst | Market Intelligence,3,1600,"Ability to use data management tools. Priority candidates have the ability to report and analyze the use of multi -tools (Excel, Power Bi Tools ...)",2,,,,2,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
3116,Data Analyst,1,900,1-2 years of experience in similar position,1,2,,,1,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
3114,Technical Manager ( AI / ML ),5,6000,Hold a Master's degree or higher in Computer Science or a related technical field.; Possess at least 5 years of experience in related industries,4,,,,4,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
3113,"AI Engineer ( Python, Cloud, ChatGPT, Machine Learning )",NA,3000,Have basic knowledge and experience in chatgting and other general AI technologies; Perform data analysis by Python,1,2,,,1,HN,1,0,Fulltime,,,,1,0,1,0,0,1,0
3112,Business Analyst | Financial Analyst,1,2200,"Strong Excel skills and familiar with LS retail; Oracle and/or Hyperion would be a plus; Experience with Big 4 or 1+ year in analysis and planning, preferably in multi-international company.",1,2,,,1,HCM,1,0,Fulltime,,,,0,0,0,1,0,0,0
3110,Senior Supply Chain Planner,8,2700,"Strong negotiation, data analysis skill; 8+ years material planning experience",2,,,,2,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
3107,Quantitative Researcher,NA,1500,"Strong technical skills, including expertise in machine learning, data analysis, and algorithmic trading",1,2,,,1,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
3106,Data Engineer ( Senior / Manager ) | Data Analyst ( Senior ) - Temp 3 months,5,7000,Recruit freelance; Working Time: 9:00 - 18:00; Send cv to: trinh.nguyen@manpower.com.vn; Zalo 0949 469 617,2,4,,,2,HN,1,0,"Fulltime,",Freelance,,,1,1,0,0,0,1,0
3105,Financial Planning and Analysis Specialist,3,2200,Exceptional analytical and numerical skills; Strong Excel/modeling skills; Experience with ERP eg SAP. Experience with Power BI is a plus,2,,,,2,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
3104,Financial Analyst,2,1800,At least 2 years of experience doing the same job at or doing auditing companies (Big4).,1,2,,,1,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
3103,Data Engineer,NA,1800,"Recruit Data Engineer, collaborator Remote Fulltime. Good conversational English. US $ 1800 salary; Mail: dieu.luong@savvycomsoftware.com",1,2,,,1,Remote,1,1,Fulltime,,,,1,0,0,0,0,0,0
3102,Data Analyst Intern,0,170,"(HN) Recruiting 2 internal Data Analysts to make fullTime interview online one round, 3-month training with 2-4m salary support. Request know about SQL, Power Bi database, R",0,,,,0,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
3101,Market Intelligence & Business Analyst,3,1800,"Shuttle bus available from HCM - Binh Duong; Familiarity with market intelligence tools, business analysis frameworks, and software (e.g., CRM systems, data visualization tools).",2,,,,2,Binh Duong,1,0,Fulltime,,,,0,0,0,1,0,0,0
3100,Financial Analyst,1,1600,"SQL, Excel; At least 1 year of relevant experience, knowledgeable about industry knowledge.",1,2,,,1,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
3099,Data Analyst,1,1800,"1-3 years of experience in Data Analytics. Experienced in the retail industry, F&B is an advantage, prioritizing candidates who have experienced business and business analysis;",1,2,,,1,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
3098,"ZaloPay, Senior Data Analyst",2,3000,At least 2-4 years of experience in developing business-driven reporting platforms,2,,,,2,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
3097,Data Engineer,0,850,FPT Software opens 10 Fresher Data Engineer working in Quy Nhon; Expected OB right in June; CV sent to mail: huyendhk1@fpt.com,1,,,,1,Quy Nhon,1,0,Fulltime,,,,1,0,0,0,0,0,0
3096,Data Scientist ( Banking ),2,1485,At least 2 years of actual work experience,1,2,,,1,HN,1,0,Fulltime,,,,0,0,1,0,0,0,0
3095,Senior AI Engineer ( Python / C / C++ ),2.5,2500,"At least 2,5 years of experience working as an AI Engineer, AI Researcher, or Data Scientist position.",2,,,,2,HN,1,0,Fulltime,,,,1,0,1,0,0,1,0
3093,Data Engineer ( SQL / Cloud / Python ),2,1600,At least 02-year-experience in building data platforms and pipelines for analytics.,1,2,,,1,HCM,1,0,Fulltime,Hybrid,,,1,0,0,0,0,0,0
3092,Head of Performance Management ( Operation Division ),3,3000,"At least 3 years in Banking industry, in which at least 1 year working in Operations of a bank.",2,4,,,2,HN,1,0,Fulltime,,,,0,0,0,0,0,0,1
3091,Financial Analyst,5,1695,"Familiar with Big Data, you can query data and present visually through tools such as Power Bi, Python, Google Data Studio; At least 5 years of experience in the field of finance, accounting, auditing or financial advice",2,,,,2,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
3090,IT cum Data Intern,0,255,Afternoon shift (3PM – 6PM) - T?i VP; Night shift (9PM – 2AM) - WFH,0,,,,0,NA,0,0,Fulltime,,,,1,0,0,0,0,0,0
3089,Demand Strategy Intern,0,250,Third-year or final-year students in business-related or marketing-related fields; Analyze user data to provide insights that can lead to strategic initiatives.,0,,,,0,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
3088,"ZaloPay, Marketing Executive ( Growth - Game Payment )",1,1500,Proficient in data analytical skills and converting into business insights and actions; At least 1-2 years of experience in Growth & Marketing,1,2,,,1,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
3087,Market Research Analyst,NA,1800,Knowledge of SQL queries; Strong logical thinking and data analytics skills with an attention to details,1,2,,,1,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
3086,Python Developer ( Web Scraping & Data Analyst ),NA,2120,"Proven experience in web scraping using Python and Selenium, with a strong understanding of HTML, CSS, and DOM structure.",1,2,,,1,Remote,1,1,Fulltime,,,,0,1,0,0,0,0,0
3085,Data Engineer,3,NA,"FSOFT HN recruits Data Engineer from 3 years of experience, good English communication. Aviation project, Healthcare; Working at Pham Van Bach",2,,,,2,HN,1,0,Fulltime,,,,1,0,0,0,0,0,0
3084,Chief Actuary ( CAO ),5,10000,"10 years experience in life or health insurance, or at least 5 years experience since becoming a fellow of one of internationally accredited associations of actuaries",3,,,,3,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
3083,Artificial Intelligence Engineer,5,2300,"5+ years’ experience with Programming languages such as C, C++, Java, Python, etc.,5+ years of Software Applications Engineering, Software Development, Debugging or related work experience.",2,,,,2,HN,1,0,Fulltime,,,,1,0,1,0,0,1,0
3082,AI Engineer,3,2895,At least 3 years of experience in Data Science or relevant positions.,2,,,,2,HCM,1,0,Fulltime,,,,1,0,1,0,0,1,0
3081,Data Analyst Expert,4,3390,There are at least 4 years of experience or more Data Analyst and proficient Python,2,,,,2,HN,1,0,Fulltime,Flexible,,,0,1,0,0,0,0,0
3080,Data Science Intern,0,NA,Experience with translating mathematical models and algorithms into code (Python).,0,,,,0,NA,0,0,Fulltime,,,,0,0,0,0,0,0,1
3079,Data Scientist Expert,5,3000,"At least 5 years of working in the field of data analysis, machine learning model, and deep learning. Priority for experienced candidates at the bank",2,,,,2,HN,1,0,Fulltime,,,,0,0,1,0,0,0,0
3077,Business Analyst | Data Analyst,1,1200,"Fresh graduate or experienced in corporate operation environment; Experience with business intelligence tools such as Tableau, Power BI, or QlikView to generate business reports and dashboards",1,2,,,1,Binh Duong,1,0,Fulltime,,,,0,1,0,1,0,1,0
3075,Business Intelligence Leader,3,2800,3-5 years of experience at the equivalent position (with the same industry experience),2,3,4,,2,HCM,1,0,Fulltime,,,,0,0,0,0,1,0,0
3074,Data Engineer,NA,6260,"Welcome individuals of all nationalities Proven experience as a Data Engineer or similar role, with a focus on data modeling, ETL processes, and data pipeline development",1,2,,,1,Remote,1,1,Fulltime,,,,1,0,0,0,0,0,0
3073,Business Intelligence Analyst,2,1800,Shuttle bus available from HCM - Binh Duong; More than 2 years in 1 company relating to BI works,1,2,,,1,Binh Duong,1,0,Fulltime,,,,0,0,0,0,1,0,0
3072,Senior Analyst ( Supply Analytics ),5,4000,At least 5 years of experience working as an Analyst with experience in analytics/data science/insights/strategy/BI,2,,,,2,Thailand,0,0,Fulltime,,,,0,1,0,0,0,0,0
3071,"Associate Search Manager, Starcom",3,2500,"Knowledge on Data visualization tool (Google Studio, Tableau, Power BI, Power point) is a plus; Familiar with agency environment (3+ years)",4,,,,4,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
3070,"( Senior ) Data Scientist, Zalo",NA,4000,"Have work experience with large amounts of real data, preferably experience with building and maintaining scalable data pipelines;",1,2,,,1,HCM,1,0,Fulltime,,,,0,0,1,0,0,0,0
3068,Special Project Strategist ( E-Commerce ),NA,3000,Excellent analytical skills and the ability to identify areas for improvement and drive efficiency initiatives,1,2,,,1,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
3067,Data & Digital Strategy Trainee ( 4-Month ),0,350,Experience in Google Sheets and Excel,0,,,,0,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
3066,Data Architect,4,5000,At least 4 years of experience in Data Architect or Business Intelligence related roles,2,,,,2,Thailand,0,0,Fulltime,,,,0,0,0,0,0,0,1
3065,Data Analyst Intern,0,170,"Being a final year or a new student graduating from universities in information technology, economics, statistics, accounting, ... can meet the fullTime time.",0,1,,,0,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
3064,Business Intelligence Intern ( ZaloPay ),0,200,"Good Proficiency in Excel and SQL, with a willingness to learn other languages; Pursuing or had a degree in Marketing, Business, Analytics, or a related field.",0,,,,0,HCM,1,0,Fulltime,,,,0,0,0,0,1,0,0
3063,Senior Business Intelligence Specialist,2,2500,Must have 2-3 years of experience in data-specific roles.,1,2,,,1,HCM,1,0,Fulltime,,,,0,0,0,0,1,0,0
3061,Senior Research Executive,2,1200,"Possess strong analytical skills, be responsible for data checking, interpreting data, writing reports, making actionable recommendations and attend client‘s presentation",1,2,,,1,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
